rdf-schema#label,birthDate,birthYear,deathDate,occupation_label,occupation,Occupation_g,Actor,Politician,Athlete,deathCause_label,deathCause,Cause_of_Death_cat,title
Ray Walston,1914-11-02,1914-01-01T00:00:00+02:00,2001-01-01,{Actor|Ray_Walston__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ray_Walston__1},['actor'],True,False,False,Lupus erythematosus,http://dbpedia.org/resource/Lupus_erythematosus,,
Reinhard Kolldehoff,1914-04-29,1914-01-01T00:00:00+02:00,1995-11-18,{Actor|Reinhard_Kolldehoff__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Reinhard_Kolldehoff__1},['actor'],True,False,False,,,,
Polly Rowles,1914-01-10,1914-01-01T00:00:00+02:00,2001-10-07,{Actor|Polly_Rowles__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Polly_Rowles__1},['actor'],True,False,False,,,,
Alekos Livaditis,1914-01-01T00:00:00+02:00,1914-01-01T00:00:00+02:00,1980-03-23,{Actor|Alekos_Livaditis__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Alekos_Livaditis__1},['actor'],True,False,False,,,,
Alfred Evans (politician),1914-02-24,1914-01-01T00:00:00+02:00,1987-04-13,,,['politician'],False,True,True,,,,
Robert Alda,1914-02-26,1914-01-01T00:00:00+02:00,1986-05-03,{Actor|Robert_Alda__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Robert_Alda__1},['actor'],True,False,False,,,,
Robert Ayres (actor),1914-12-11,1914-01-01T00:00:00+02:00,1968-11-05,{Actor|Robert_Ayres_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Robert_Ayres_(actor)__1},['actor'],True,False,False,,,,
Robert Bend,1914-04-14,1914-01-01T00:00:00+02:00,1999-09-24,{Politician|Robert_Bend__1},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Robert_Bend__1},['politician'],False,True,True,,,,
Robert Darène,1914-01-10,1914-01-01T00:00:00+02:00,,{Actor|Film director|Screenwriter|Robert_Dar%C3%A8ne__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Robert_Dar%C3%A8ne__1},['actor'],True,False,False,,,,
Ewan Roberts,1914-04-29,1914-01-01T00:00:00+02:00,1983-01-10,{Actor|Ewan_Roberts__1|Ewan_Roberts__2},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ewan_Roberts__1|http://dbpedia.org/resource/Ewan_Roberts__2},['actor'],True,False,False,,,,
David Bacon (actor),1914-03-24,1914-01-01T00:00:00+02:00,1943-09-13,{Actor|David_Bacon_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/David_Bacon_(actor)__1},['actor'],True,False,False,,,,
David Bruce (actor),1914-01-06,1914-01-01T00:00:00+02:00,1976-05-03,{Actor|David_Bruce_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/David_Bruce_(actor)__1},['actor'],True,False,False,,,,
David Cohen (politician),1914-11-13,1914-01-01T00:00:00+02:00,2005-10-03,,,['politician'],False,True,True,,,,
George Dunn (actor),1914-11-23,1914-01-01T00:00:00+02:00,1982-04-27,{List of humorists|Actor|George_Dunn_(actor)__1},{http://dbpedia.org/resource/List_of_humorists|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/George_Dunn_(actor)__1},['actor'],True,False,False,,,,
George Park (politician),1914-09-27,1914-01-01T00:00:00+02:00,1994-05-08,,,['politician'],False,True,True,,,,
Bernard Newman (politician),1914-01-01T00:00:00+02:00,1914-01-01T00:00:00+02:00,1995-01-01T00:00:00+02:00,,,['politician'],False,True,True,,,,
Bernard O'Brien (politician),1914-03-05,1914-01-01T00:00:00+02:00,2011-01-30,,,['politician'],False,True,True,,,,
Bernard Youens,1914-12-28,1914-01-01T00:00:00+02:00,1984-08-27,{Actor|Bernard_Youens__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Bernard_Youens__1},['actor'],True,False,False,,,,
Bertil Boo,1914-01-16,,1996-07-20,{Actor|Farmer|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Farmer|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,False,,,,
Betty Lou Gerson,1914-04-20,1914-01-01T00:00:00+02:00,1999-01-12,{Actor|Voice acting|Betty_Lou_Gerson__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Voice_acting|http://dbpedia.org/resource/Betty_Lou_Gerson__1},['actor'],True,False,False,Stroke,http://dbpedia.org/resource/Stroke,Disease,
Bill Owen (actor),1914-03-14,1914-01-01T00:00:00+02:00,1999-07-12,Bill_Owen_(actor)__1,http://dbpedia.org/resource/Bill_Owen_(actor)__1,['actor'],True,False,False,,,,
Brian Worth (actor),1914-07-30,1914-01-01T00:00:00+02:00,1978-08-25,Brian_Worth_(actor)__1,http://dbpedia.org/resource/Brian_Worth_(actor)__1,['actor'],True,False,False,,,,
Brown Derby (actor),1914-05-05,1914-01-01T00:00:00+02:00,2000-07-17,,,['actor'],True,False,False,,,,
Vladimir Popović (diplomat),1914-01-27,1914-01-01T00:00:00+02:00,1972-04-01,{China|United Nations|Yugoslavia|Ambassador|Parliament of Yugoslavia|Vietnam|United States|Vladimir_Popovi%C4%87_(diplomat)__1|Vladimir_Popovi%C4%87_(diplomat)__2|Vladimir_Popovi%C4%87_(diplomat)__3|Vladimir_Popovi%C4%87_(diplomat)__4},{http://dbpedia.org/resource/China|http://dbpedia.org/resource/United_Nations|http://dbpedia.org/resource/Yugoslavia|http://dbpedia.org/resource/Ambassador|http://dbpedia.org/resource/Parliament_of_Yugoslavia|http://dbpedia.org/resource/Vietnam|http://dbpedia.org/resource/United_States|http://dbpedia.org/resource/Vladimir_Popovi%C4%87_(diplomat)__1|http://dbpedia.org/resource/Vladimir_Popovi%C4%87_(diplomat)__2|http://dbpedia.org/resource/Vladimir_Popovi%C4%87_(diplomat)__3|http://dbpedia.org/resource/Vladimir_Popovi%C4%87_(diplomat)__4},['politician'],False,True,True,,,,{Spomenica 1941|Major General in the Yugoslav People′s Liberation Army|Captain Republican Army - Spanish Civil War|A remembrance medal commemorating the beginning of the Liberation War 1941|Order of National Hero – Medal.|And many other foreign and domestic medals and honors}
Jean Champion,1914-03-09,1914-01-01T00:00:00+02:00,2001-05-23,{Actor|Jean_Champion__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jean_Champion__1},['actor'],True,False,False,,,,
Jeff Corey,1914-08-10,1914-01-01T00:00:00+02:00,2002-08-16,{Actor|Film director|Jeff_Corey__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Jeff_Corey__1},['actor'],True,False,False,,,,
Jimmy Wakely,1914-02-16,1914-01-01T00:00:00+02:00,1982-09-23,{Actor|Musician|Singing|Songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Songwriter},"['actor', 'musician', 'sing', 'songwriter']",True,False,False,,,,
Jo Cals,1914-07-18,1914-01-01T00:00:00+02:00,1971-12-30,{Board of directors|Lawyer|Jurist|Politician|Civil service|Teacher},{http://dbpedia.org/resource/Board_of_directors|http://dbpedia.org/resource/Lawyer|http://dbpedia.org/resource/Jurist|http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Civil_service|http://dbpedia.org/resource/Teacher},['politician'],False,True,True,,,,
Alfred Vohrer,1914-12-29,1914-01-01T00:00:00+02:00,1986-02-03,{Actor|Film director|Alfred_Vohrer__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Alfred_Vohrer__1},['actor'],True,False,False,,,,
Foy Willing,1914-05-14,1914-01-01T00:00:00+02:00,1978-07-14,{Actor|Musician},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician},"['actor', 'musician']",True,False,False,,,,
Francisco da Costa Gomes,1914-06-30,1914-01-01T00:00:00+02:00,2001-07-31,{Politician|Officer (armed forces)},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Officer_(armed_forces)},['politician'],False,True,True,,,,
Frane Milčinski,1914-12-14,1914-01-01T00:00:00+02:00,1988-02-27,{List of humorists|Satire|Actor|Film director|Children's literature|Poet},{http://dbpedia.org/resource/List_of_humorists|http://dbpedia.org/resource/Satire|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Children's_literature|http://dbpedia.org/resource/Poet},['actor'],True,False,False,,,,
Frank Graham (voice actor),1914-11-22,1914-01-01T00:00:00+02:00,1950-09-02,Frank_Graham_(voice_actor)__1,http://dbpedia.org/resource/Frank_Graham_(voice_actor)__1,['actor'],True,False,False,,,,
Frank Taylor (Irish politician),1914-05-30,1914-01-01T00:00:00+02:00,1998-04-15,,,['politician'],False,True,True,,,,
Nello Celio,1914-02-12,1914-01-01T00:00:00+02:00,1995-12-29,{Politician|Nello_Celio__1},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Nello_Celio__1},['politician'],False,True,True,,,,
Norman Chaney,1914-10-18,1914-01-01T00:00:00+02:00,1936-05-29,{Actor|Norman_Chaney__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Norman_Chaney__1},['actor'],True,False,False,,,,
Ian Harvey (politician),1914-01-25,1914-01-01T00:00:00+02:00,1987-01-10,,,['politician'],False,True,True,,,,
Ian MacDonald (actor),1914-06-28,1914-01-01T00:00:00+02:00,1978-04-11,,,['actor'],True,False,False,,,,
Charlotte Henry,1914-03-03,1914-01-01T00:00:00+02:00,1980-04-11,{Actor|Charlotte_Henry__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Charlotte_Henry__1},['actor'],True,False,False,,,,
Chhaya Devi,1914-01-01T00:00:00+02:00,1914-01-01T00:00:00+02:00,2001-04-27,{Actor|Chhaya_Devi__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Chhaya_Devi__1},['actor'],True,False,False,,,,
Clayton Moore,1914-09-14,1914-01-01T00:00:00+02:00,1999-12-28,{Actor|Clayton_Moore__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Clayton_Moore__1},['actor'],True,False,False,Myocardial infarction,http://dbpedia.org/resource/Myocardial_infarction,Disease,
Clifford Irving (politician),1914-01-01T00:00:00+02:00,1914-01-01T00:00:00+02:00,2004-01-01T00:00:00+02:00,,,['politician'],False,True,True,,,,
A. K. Hangal,{1914-02-01|1917-02-01},{1914-01-01T00:00:00+02:00|1917-01-01T00:00:00+02:00},2012-08-26,{Actor|A._K._Hangal__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/A._K._Hangal__1},['actor'],True,False,False,Respiratory disease,http://dbpedia.org/resource/Respiratory_disease,Disease,
Carey Loftin,1914-01-31,1914-01-01T00:00:00+02:00,1997-03-04,{Stunt performer|Actor|Carey_Loftin__1},{http://dbpedia.org/resource/Stunt_performer|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Carey_Loftin__1},['actor'],True,False,False,,,,
Carlos Riquelme,1914-05-13,1914-01-01T00:00:00+02:00,1990-05-17,{Actor|Carlos_Riquelme__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Carlos_Riquelme__1},['actor'],True,False,False,,,,
Catherine Taylor (South African politician),1914-02-04,1914-01-01T00:00:00+02:00,1992-04-09,,,['politician'],False,True,True,,,,
Charles Hawtrey (actor born 1914),1914-11-30,1914-01-01T00:00:00+02:00,1988-10-27,{Actor|Charles_Hawtrey_(actor_born_1914)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Charles_Hawtrey_(actor_born_1914)__1},['actor'],True,False,False,,,,
Charles Régnier,1914-07-22,1914-01-01T00:00:00+02:00,2001-09-13,{Actor|Charles_R%C3%A9gnier__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Charles_R%C3%A9gnier__1},['actor'],True,False,False,,,,
Wayne Morris (American actor),1914-02-17,1914-01-01T00:00:00+02:00,1959-09-14,{Actor|Wayne_Morris_(American_actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Wayne_Morris_(American_actor)__1},['actor'],True,False,False,Myocardial infarction,http://dbpedia.org/resource/Myocardial_infarction,Disease,
Wendell Corey,1914-03-20,1914-01-01T00:00:00+02:00,1968-11-08,{Actor|Politician},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Politician},"['actor', 'politician']",True,True,True,,,,
Dan Daniel (politician),1914-05-12,1914-01-01T00:00:00+02:00,1988-01-23,,,['politician'],False,True,True,,,,
Dan Gleeson (politician),1914-11-11,1914-01-01T00:00:00+02:00,1994-01-01T00:00:00+02:00,,,['politician'],False,True,True,,,,
John Penrose (actor),1914-05-05,1914-01-01T00:00:00+02:00,1983-05-22,,,['actor'],True,False,False,,,,
John Phillips (actor),1914-07-20,1914-01-01T00:00:00+02:00,1995-05-11,{Actor|John_Phillips_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/John_Phillips_(actor)__1},['actor'],True,False,False,,,,
John Welsh (actor),1914-11-07,1914-01-01T00:00:00+02:00,1985-04-21,{Actor|John_Welsh_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/John_Welsh_(actor)__1},['actor'],True,False,False,,,,
Joseph Harper (English politician),1914-03-17,1914-01-01T00:00:00+02:00,1978-06-24,,,['politician'],False,True,True,,,,
Kevin McCarthy (actor),1914-02-15,1914-01-01T00:00:00+02:00,2010-09-11,{Actor|Kevin_McCarthy_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Kevin_McCarthy_(actor)__1},['actor'],True,False,False,,,,
Irma Christenson,1915-01-14,1915-01-01T00:00:00+02:00,1993-02-21,{Actor|Irma_Christenson__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Irma_Christenson__1},['actor'],True,False,False,,,,
Jack Watson (actor),1915-05-14,1915-01-01T00:00:00+02:00,1999-07-04,,,['actor'],True,False,False,,,,
Emrys Jones (actor),1915-09-22,1915-01-01T00:00:00+02:00,1972-07-10,{Actor|Emrys_Jones_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Emrys_Jones_(actor)__1},['actor'],True,False,False,Myocardial infarction,http://dbpedia.org/resource/Myocardial_infarction,Disease,
Ernst Schröder (actor),1915-01-27,1915-01-01T00:00:00+02:00,1994-07-26,,,['actor'],True,False,False,,,,
Terry O'Sullivan,1915-07-07,1915-01-01T00:00:00+02:00,2006-09-14,{Actor|Terry_O'Sullivan__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Terry_O'Sullivan__1},['actor'],True,False,False,,,,
Thomas McDonald (Australian politician),1915-06-04,1915-01-01T00:00:00+02:00,1992-12-18,,,['politician'],False,True,True,,,,
Thomas Williams (British politician),1915-09-22,1915-01-01T00:00:00+02:00,1986-02-28,,,['politician'],False,True,True,,,,
Tom O'Reilly (Cavan politician),1915-08-06,1915-01-01T00:00:00+02:00,1995-02-01,,,['politician'],False,True,True,,,,
Louise Platt,1915-08-03,1915-01-01T00:00:00+02:00,2003-09-06,{Actor|Louise_Platt__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Louise_Platt__1},['actor'],True,False,False,,,,
Louise Stanley,1915-01-28,1915-01-01T00:00:00+02:00,1982-12-28,{Actor|Louise_Stanley__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Louise_Stanley__1},['actor'],True,False,False,,,,
Gordon Davidson (politician),1915-01-17,1915-01-01T00:00:00+02:00,2002-11-25,,,['politician'],False,True,True,,,,
Gurdial Singh Dhillon,1915-08-06,1915-01-01T00:00:00+02:00,1992-03-23,{Politician|Diplomat},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Diplomat},"['politician', 'sing']",False,True,True,,,,
Guy Kingsley Poynter,1915-09-03,1915-01-01T00:00:00+02:00,1983-09-06,{Actor|Guy_Kingsley_Poynter__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Guy_Kingsley_Poynter__1},['actor'],True,False,False,,,,
Zero Mostel,1915-02-28,1915-01-01T00:00:00+02:00,1977-09-08,{Actor|Comedian|Zero_Mostel__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Comedian|http://dbpedia.org/resource/Zero_Mostel__1},['actor'],True,False,False,Aortic aneurysm,http://dbpedia.org/resource/Aortic_aneurysm,Disease,
Zita Szeleczky,{1915-01-01T00:00:00+02:00|1915-04-20},1915-01-01T00:00:00+02:00,{1999-01-01T00:00:00+02:00|1999-07-12},{Actor|Zita_Szeleczky__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Zita_Szeleczky__1},['actor'],True,False,False,,,,
Fred Ball,1915-07-17,1915-01-01T00:00:00+02:00,2007-02-05,{Actor|Film studio|Talent manager|Fred_Ball__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_studio|http://dbpedia.org/resource/Talent_manager|http://dbpedia.org/resource/Fred_Ball__1},"['actor', 'athlete']",True,False,False,,,,
Paul Marion (actor),1915-09-12,1915-01-01T00:00:00+02:00,2011-09-08,,,['actor'],True,False,False,,,,
Pepe Iglesias,1915-02-07,1915-01-01T00:00:00+02:00,1991-03-04,{Actor|Pepe_Iglesias__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Pepe_Iglesias__1},['actor'],True,False,False,,,,
Percy Lucas,1915-09-02,1915-01-01T00:00:00+02:00,1998-03-28,Member of parliament,http://dbpedia.org/resource/Member_of_parliament,['politician'],False,True,True,,,,
Peter Lindgren (actor),1915-12-13,1915-01-01T00:00:00+02:00,1981-05-30,,,['actor'],True,False,False,,,,
Dennis Price,1915-06-23,1915-01-01T00:00:00+02:00,1973-10-06,{Actor|Dennis_Price__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Dennis_Price__1},['actor'],True,False,False,,,,
Dorothy Bridges,1915-09-19,1915-01-01T00:00:00+02:00,2009-02-16,{Actor|Poet|Dorothy_Bridges__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Poet|http://dbpedia.org/resource/Dorothy_Bridges__1},['actor'],True,False,False,,,,
Dorothy Fay,1915-04-04,1915-01-01T00:00:00+02:00,2003-11-05,{Actor|Dorothy_Fay__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Dorothy_Fay__1},['actor'],True,False,False,,,,
Douglas Kennedy (actor),1915-09-14,1915-01-01T00:00:00+02:00,1973-08-10,{Actor|Douglas_Kennedy_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Douglas_Kennedy_(actor)__1},['actor'],True,False,False,Cancer,http://dbpedia.org/resource/Cancer,Disease,
Rogelio de la Rosa,{1915-11-11|1916-11-12},1916-01-01T00:00:00+02:00,1986-11-10,Actor,http://dbpedia.org/resource/Actor,['actor'],True,False,False,,,,
Ron Brown (Australian politician),1915-01-29,1915-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
Sándor Szabó (actor),1915-04-25,1915-01-01T00:00:00+02:00,1997-11-12,{Actor|S%C3%A1ndor_Szab%C3%B3_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/S%C3%A1ndor_Szab%C3%B3_(actor)__1},['actor'],True,False,False,,,,
Michael Thwaites,1915-05-30,1915-01-01T00:00:00+02:00,2005-11-01,Michael_Thwaites__1,http://dbpedia.org/resource/Michael_Thwaites__1,['politician'],False,True,True,,,,Assistant Parliamentary Librarian
Miguel Aceves Mejía,1915-11-15,1915-01-01T00:00:00+02:00,2006-11-06,{Actor|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,False,,,,
Miloslav Holub,1915-02-27,1915-01-01T00:00:00+02:00,{1991-03-12|1999-03-12},{Actor|Miloslav_Holub__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Miloslav_Holub__1},['actor'],True,False,False,,,,
Mimi Weddell,1915-02-15,1915-01-01T00:00:00+02:00,2009-09-24,{Actor|Mimi_Weddell__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Mimi_Weddell__1},['actor'],True,False,False,,,,
Ullrich Haupt (Jr.),1915-10-10,1915-01-01T00:00:00+02:00,1991-11-23,{Actor|Ullrich_Haupt_(Jr.)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ullrich_Haupt_(Jr.)__1},['actor'],True,False,False,,,,
Shaista Suhrawardy Ikramullah,1915-07-22,1915-01-01T00:00:00+02:00,2000-12-11,{Politician|Diplomat|Shaista_Suhrawardy_Ikramullah__1},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Diplomat|http://dbpedia.org/resource/Shaista_Suhrawardy_Ikramullah__1},['politician'],False,True,True,,,,
Shaukat Hayat Khan,1915-01-01T00:00:00+02:00,1915-01-01T00:00:00+02:00,1998-01-01T00:00:00+02:00,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,True,,,,
Shi Hui (actor),1915-01-01T00:00:00+02:00,1915-01-01T00:00:00+02:00,1957-01-01T00:00:00+02:00,,,['actor'],True,False,False,,,,
Stanley Adams (actor),1915-04-07,1915-01-01T00:00:00+02:00,1977-04-27,,,['actor'],True,False,False,,,,
Hans Quest,{1915-01-01T00:00:00+02:00|1915-08-20},1915-01-01T00:00:00+02:00,{1997-01-01T00:00:00+02:00|1997-03-29},{Actor|Film director|Hans_Quest__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Hans_Quest__1},['actor'],True,False,False,Cancer,http://dbpedia.org/resource/Cancer,Disease,
