rdf-schema#label,birthDate,birthYear,occupation_label,occupation,Occupation_g,Actor,Politician,deathDate,title
Cléo Pires,1982-10-02,1982-01-01T00:00:00+02:00,{Actor|Cl%C3%A9o_Pires__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Cl%C3%A9o_Pires__1},['actor'],True,False,,
Clancy O'Connor,1982-01-01T00:00:00+02:00,1982-01-01T00:00:00+02:00,{Actor|Clancy_O'Connor__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Clancy_O'Connor__1},['actor'],True,False,,
Claudius Körber,1982-01-02,1982-01-01T00:00:00+02:00,{Actor|Claudius_K%C3%B6rber__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Claudius_K%C3%B6rber__1},['actor'],True,False,,
Sachin Nayak,1982-08-21,1982-01-01T00:00:00+02:00,{Actor|Sachin_Nayak__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Sachin_Nayak__1},['actor'],True,False,,
Sachini Ayendra Stanley,1982-04-08,1982-01-01T00:00:00+02:00,{Actor|Model (profession)|Sachini_Ayendra_Stanley__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Sachini_Ayendra_Stanley__1},['actor'],True,False,,
Saira Choudhry,{1982-01-01T00:00:00+02:00|1989-07-14},{1982-01-01T00:00:00+02:00|1989-01-01T00:00:00+02:00},{Actor|Saira_Choudhry__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Saira_Choudhry__1},['actor'],True,False,,
Sakshi Talwar,1982-09-02,1982-01-01T00:00:00+02:00,{Actor|Sakshi_Talwar__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Sakshi_Talwar__1},['actor'],True,False,,
Sam Stockman,1982-01-01T00:00:00+02:00,1982-01-01T00:00:00+02:00,{Actor|Musician|Sam_Stockman__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Sam_Stockman__1},"['actor', 'musician']",True,False,,
Samantha Siddall,1982-01-23,1982-01-01T00:00:00+02:00,{Actor|Samantha_Siddall__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Samantha_Siddall__1},['actor'],True,False,,
Sameer Dattani,1982-01-27,1982-01-01T00:00:00+02:00,{Actor|Sameer_Dattani__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Sameer_Dattani__1},['actor'],True,False,,
Samia Ghadie,1982-07-13,1982-01-01T00:00:00+02:00,{Actor|Samia_Ghadie__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Samia_Ghadie__1},['actor'],True,False,,
Samm Levine,1982-03-12,1982-01-01T00:00:00+02:00,{Actor|Samm_Levine__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Samm_Levine__1},['actor'],True,False,,
Samuel Anderson (actor),1982-01-01T00:00:00+02:00,1982-01-01T00:00:00+02:00,Samuel_Anderson_(actor)__1,http://dbpedia.org/resource/Samuel_Anderson_(actor)__1,['actor'],True,False,,
Sana Nawaz,1982-06-16,1982-01-01T00:00:00+02:00,{Actor|Model (profession)|Sana_Nawaz__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Sana_Nawaz__1},['actor'],True,False,,
Santino Fontana,1982-03-21,1982-01-01T00:00:00+02:00,{Actor|Santino_Fontana__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Santino_Fontana__1},['actor'],True,False,,
Sarah Habel,1982-07-30,1982-01-01T00:00:00+02:00,{Actor|Sarah_Habel__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Sarah_Habel__1},['actor'],True,False,,
Sarah Utterback,1982-01-12,1982-01-01T00:00:00+02:00,{Actor|Sarah_Utterback__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Sarah_Utterback__1},['actor'],True,False,,
Sarai Givaty,1982-06-24,1982-01-01T00:00:00+02:00,{Actor|Model (profession)|Singer-songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Singer-songwriter},"['actor', 'sing', 'songwriter']",True,False,,
Sarwat Gilani,1982-09-09,1982-01-01T00:00:00+02:00,{Actor|Model (profession)|Sarwat_Gilani__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Sarwat_Gilani__1},['actor'],True,False,,
Scarlet Salem,1982-04-22,1982-01-01T00:00:00+02:00,{Actor|Model (profession)|Scarlet_Salem__1|Scarlet_Salem__2},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Scarlet_Salem__1|http://dbpedia.org/resource/Scarlet_Salem__2},['actor'],True,False,,
Schuyler Fisk,1982-07-08,1982-01-01T00:00:00+02:00,{Actor|Singer-songwriter|Schuyler_Fisk__1|Schuyler_Fisk__2},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singer-songwriter|http://dbpedia.org/resource/Schuyler_Fisk__1|http://dbpedia.org/resource/Schuyler_Fisk__2},"['actor', 'sing', 'songwriter']",True,False,,
AJ Dee,1982-07-27,1982-01-01T00:00:00+02:00,{Actor|Model (profession)|AJ_Dee__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/AJ_Dee__1},['actor'],True,False,,
Aanaahad,1982-11-29,1982-01-01T00:00:00+02:00,{Actor|Aanaahad__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Aanaahad__1},['actor'],True,False,,
Aarti Chhabria,1982-01-01T00:00:00+02:00,1982-01-01T00:00:00+02:00,{Actor|Model (profession)|Aarti_Chhabria__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Aarti_Chhabria__1},['actor'],True,False,,
Abhinav Shukla,1982-09-27,1982-01-01T00:00:00+02:00,{Actor|Model (profession)|Abhinav_Shukla__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Abhinav_Shukla__1},['actor'],True,False,,
Abhishek Avasthi,1982-03-17,1982-01-01T00:00:00+02:00,{Dance|Actor|Model (profession)|Choreography|Abhishek_Avasthi__1},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Choreography|http://dbpedia.org/resource/Abhishek_Avasthi__1},['actor'],True,False,,
Adam Hann-Byrd,1982-02-23,1982-01-01T00:00:00+02:00,{Actor|Adam_Hann-Byrd__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Adam_Hann-Byrd__1},['actor'],True,False,,
Adi Bielski,1982-01-28,1982-01-01T00:00:00+02:00,{Actor|Adi_Bielski__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Adi_Bielski__1},['actor'],True,False,,
Adrian Bellani,1982-04-08,1982-01-01T00:00:00+02:00,{Actor|Adrian_Bellani__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Adrian_Bellani__1},['actor'],True,False,,
Aisa Senda,1982-11-08,1982-01-01T00:00:00+02:00,{Actor|Presenter|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Presenter|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,,
Ajay Nayyar,1982-09-21,1982-01-01T00:00:00+02:00,{Actor|Film director|Film producer|Ajay_Nayyar__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Film_producer|http://dbpedia.org/resource/Ajay_Nayyar__1},['actor'],True,False,,
Cassidy (rapper),1982-07-07,1982-01-01T00:00:00+02:00,{Rapping|Actor|Songwriter},{http://dbpedia.org/resource/Rapping|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Songwriter},"['actor', 'songwriter']",True,False,,
Chad Hartigan,1982-08-31,1982-01-01T00:00:00+02:00,{Actor|Chad_Hartigan__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Chad_Hartigan__1},['actor'],True,False,,
Chad McNamara,1982-05-04,1982-01-01T00:00:00+02:00,{Actor|Chad_McNamara__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Chad_McNamara__1},['actor'],True,False,,
Chadwick Boseman,1982-01-01T00:00:00+02:00,1982-01-01T00:00:00+02:00,{Actor|Chadwick_Boseman__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Chadwick_Boseman__1},['actor'],True,False,,
Champ Lui Pio,1982-02-08,1982-01-01T00:00:00+02:00,{Actor|Musician|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Singing},"['actor', 'musician', 'sing']",True,False,,
Chantal Claret,1982-02-21,1982-01-01T00:00:00+02:00,{Actor|Singer-songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singer-songwriter},"['actor', 'sing', 'songwriter']",True,False,,
Wendy Valdez,1982-06-02,1982-01-01T00:00:00+02:00,{Actor|Wendy_Valdez__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Wendy_Valdez__1},['actor'],True,False,,
Will Devaughn,1982-02-27,1982-01-01T00:00:00+02:00,{Actor|Model (profession)|Will_Devaughn__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Will_Devaughn__1},['actor'],True,False,,
Willam Belli,1982-06-30,1982-01-01T00:00:00+02:00,{Actor|Drag queen|Singer-songwriter|Willam_Belli__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Drag_queen|http://dbpedia.org/resource/Singer-songwriter|http://dbpedia.org/resource/Willam_Belli__1},"['actor', 'sing', 'songwriter']",True,False,,
Colin Donnell,1982-10-09,1982-01-01T00:00:00+02:00,{Actor|Colin_Donnell__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Colin_Donnell__1},['actor'],True,False,,
Columbus Short,1982-09-19,1982-01-01T00:00:00+02:00,{Actor|Choreography|Singing|Columbus_Short__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Choreography|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Columbus_Short__1},"['actor', 'sing']",True,False,,
Connect-R,1982-06-09,1982-01-01T00:00:00+02:00,{Rapping|Actor|Record producer|Singing},{http://dbpedia.org/resource/Rapping|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Record_producer|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,,
Cornelius Smith Jr.,1982-03-18,1982-01-01T00:00:00+02:00,{Actor|Cornelius_Smith_Jr.__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Cornelius_Smith_Jr.__1},['actor'],True,False,,
Cristina Lago,1982-03-12,1982-01-01T00:00:00+02:00,{Actor|Cristina_Lago__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Cristina_Lago__1},['actor'],True,False,,
Csanád Szegedi,1982-09-22,1982-01-01T00:00:00+02:00,{Politician|Csan%C3%A1d_Szegedi__1},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Csan%C3%A1d_Szegedi__1},['politician'],False,True,,
Cyndi Wang,1982-09-05,1982-01-01T00:00:00+02:00,{Actor|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,,
Daisy Bopanna,1982-12-04,1982-01-01T00:00:00+02:00,{Actor|Daisy_Bopanna__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Daisy_Bopanna__1},['actor'],True,False,,
Daljeet Kaur Bhanot,{1982-01-01T00:00:00+02:00|1982-11-15},1982-01-01T00:00:00+02:00,{Dance|Actor|Daljeet_Kaur_Bhanot__1},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Daljeet_Kaur_Bhanot__1},['actor'],True,False,,
Damian de Miró,1982-09-26,1982-01-01T00:00:00+02:00,{Actor|Damian_de_Mir%C3%B3__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Damian_de_Mir%C3%B3__1},['actor'],True,False,,
Johnny Palermo,{1982-03-01|1982-03-12},1982-01-01T00:00:00+02:00,{Actor|Johnny_Palermo__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Johnny_Palermo__1},['actor'],True,False,2009-06-08,
Jomol,1982-10-04,1982-01-01T00:00:00+02:00,{Actor|Jomol__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jomol__1},['actor'],True,False,,
Jonathan Jackson (actor),1982-05-11,1982-01-01T00:00:00+02:00,Jonathan_Jackson_(actor)__1,http://dbpedia.org/resource/Jonathan_Jackson_(actor)__1,['actor'],True,False,,
Jonathan Leong,1982-06-02,1982-01-01T00:00:00+02:00,{Actor|Singing|Songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Songwriter},"['actor', 'sing', 'songwriter']",True,False,,
Jonathan Tucker,1982-05-31,1982-01-01T00:00:00+02:00,{Actor|Jonathan_Tucker__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jonathan_Tucker__1},['actor'],True,False,,
Jordan Raskopoulos,1982-01-25,1982-01-01T00:00:00+02:00,{Celebrity|Actor|Comedian|Singing|Jordan_Raskopoulos__1|Jordan_Raskopoulos__2|Jordan_Raskopoulos__3|Jordan_Raskopoulos__4},{http://dbpedia.org/resource/Celebrity|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Comedian|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Jordan_Raskopoulos__1|http://dbpedia.org/resource/Jordan_Raskopoulos__2|http://dbpedia.org/resource/Jordan_Raskopoulos__3|http://dbpedia.org/resource/Jordan_Raskopoulos__4},"['actor', 'sing']",True,False,,
Karzan Kader,1982-09-08,1982-01-01T00:00:00+02:00,{Actor|Film director|Screenwriter|Karzan_Kader__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Karzan_Kader__1},['actor'],True,False,,
Katrina Johnson,1982-04-27,1982-01-01T00:00:00+02:00,{Actor|Katrina_Johnson__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Katrina_Johnson__1},['actor'],True,False,,
Kaye Abad,1982-05-17,1982-01-01T00:00:00+02:00,{Actor|Singing|Kaye_Abad__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Kaye_Abad__1},"['actor', 'sing']",True,False,,
Kazue Fukiishi,1982-09-28,1982-01-01T00:00:00+02:00,{Actor|Kazue_Fukiishi__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Kazue_Fukiishi__1},['actor'],True,False,,
Keegan DeWitt,1982-04-08,1982-01-01T00:00:00+02:00,{Actor|Singer-songwriter|Composer},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singer-songwriter|http://dbpedia.org/resource/Composer},"['actor', 'sing', 'songwriter']",True,False,,
Keke Wyatt,1982-03-10,1982-01-01T00:00:00+02:00,{Actor|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,,
Kenia Arias,1982-10-22,1982-01-01T00:00:00+02:00,{Author|Actor|Model (profession)|Record producer|Singing|Songwriter},{http://dbpedia.org/resource/Author|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Record_producer|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Songwriter},"['actor', 'sing', 'songwriter']",True,False,,
Kenn (Japanese actor),{1982-01-01T00:00:00+02:00|1982-03-24},1982-01-01T00:00:00+02:00,{Voice acting in Japan|Kenn_(Japanese_actor)__1},{http://dbpedia.org/resource/Voice_acting_in_Japan|http://dbpedia.org/resource/Kenn_(Japanese_actor)__1},['actor'],True,False,,
Keti Khitiri,1982-05-20,1982-01-01T00:00:00+02:00,{Actor|Keti_Khitiri__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Keti_Khitiri__1},['actor'],True,False,,
Khaliah Adams,1982-07-30,1982-01-01T00:00:00+02:00,{Actor|Khaliah_Adams__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Khaliah_Adams__1},['actor'],True,False,,
Kimberly Caldwell,1982-02-25,1982-01-01T00:00:00+02:00,{Actor|Presenter|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Presenter|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,,
Émily Bégin,1982-01-21,1982-01-01T00:00:00+02:00,{Dance|Actor|Singing},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,,
Irish Fullerton,1983-07-26,1983-01-01T00:00:00+02:00,{Actor|Singing|Irish_Fullerton__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Irish_Fullerton__1},"['actor', 'sing']",True,False,,
Júlia Almeida,1983-01-05,1983-01-01T00:00:00+02:00,{Actor|J%C3%BAlia_Almeida__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/J%C3%BAlia_Almeida__1},['actor'],True,False,,
J. R. Martinez,1983-06-14,1983-01-01T00:00:00+02:00,{Actor|Motivational speaking|J._R._Martinez__1|J._R._Martinez__2|J._R._Martinez__3},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Motivational_speaking|http://dbpedia.org/resource/J._R._Martinez__1|http://dbpedia.org/resource/J._R._Martinez__2|http://dbpedia.org/resource/J._R._Martinez__3},['actor'],True,False,,
Jackie Appiah,1983-12-05,1983-01-01T00:00:00+02:00,{Actor|Jackie_Appiah__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jackie_Appiah__1},['actor'],True,False,,
Eliza Swenson,1983-07-28,1983-01-01T00:00:00+02:00,{Television|Actor|Musician|Singing|Composer|Film producer|Eliza_Swenson__1|Eliza_Swenson__2|Eliza_Swenson__3|Eliza_Swenson__4|Eliza_Swenson__5|Eliza_Swenson__6},{http://dbpedia.org/resource/Television|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Composer|http://dbpedia.org/resource/Film_producer|http://dbpedia.org/resource/Eliza_Swenson__1|http://dbpedia.org/resource/Eliza_Swenson__2|http://dbpedia.org/resource/Eliza_Swenson__3|http://dbpedia.org/resource/Eliza_Swenson__4|http://dbpedia.org/resource/Eliza_Swenson__5|http://dbpedia.org/resource/Eliza_Swenson__6},"['actor', 'musician', 'sing']",True,False,,
Elliott Jordan,1983-04-22,1983-01-01T00:00:00+02:00,{Actor|Elliott_Jordan__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Elliott_Jordan__1},['actor'],True,False,,
Elsa Firouz Azar,1983-01-01T00:00:00+02:00,1983-01-01T00:00:00+02:00,{Actor|Elsa_Firouz_Azar__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Elsa_Firouz_Azar__1},['actor'],True,False,,
Enzo Zelocchi,1983-10-10,1983-01-01T00:00:00+02:00,{Actor|Businessperson|Film producer|Enzo_Zelocchi__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Businessperson|http://dbpedia.org/resource/Film_producer|http://dbpedia.org/resource/Enzo_Zelocchi__1},['actor'],True,False,,
Eric Gores,1983-01-01T00:00:00+02:00,1983-01-01T00:00:00+02:00,{Actor|Eric_Gores__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Eric_Gores__1},['actor'],True,False,,
Eriko Imai,1983-09-22,1983-01-01T00:00:00+02:00,{Actor|Singer-songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singer-songwriter},"['actor', 'sing', 'songwriter']",True,False,,
Thomas Morrison (actor),1983-01-01,1983-01-01T00:00:00+02:00,{Actor|Thomas_Morrison_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Thomas_Morrison_(actor)__1},['actor'],True,False,,
Timothy Redwine,1983-02-28,1983-01-01T00:00:00+02:00,{Actor|Timothy_Redwine__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Timothy_Redwine__1},['actor'],True,False,,
Louis Garrel,1983-06-14,1983-01-01T00:00:00+02:00,{Actor|Film director|Louis_Garrel__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Louis_Garrel__1},['actor'],True,False,,
Lucy-Jo Hudson,{1983-05-04|1983-05-05},1983-01-01T00:00:00+02:00,{Actor|Lucy-Jo_Hudson__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Lucy-Jo_Hudson__1},['actor'],True,False,,
Ludmila Dayer,1983-06-18,1983-01-01T00:00:00+02:00,{Actor|Ludmila_Dayer__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ludmila_Dayer__1},['actor'],True,False,,
Lupita Nyong'o,1983-03-01,1983-01-01T00:00:00+02:00,{Actor|Film director|Music video director|Lupita_Nyong'o__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Music_video_director|http://dbpedia.org/resource/Lupita_Nyong'o__1},['actor'],True,False,,
Luv Sinha,{1983-06-05|1983-06-06},1983-01-01T00:00:00+02:00,{Actor|Luv_Sinha__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Luv_Sinha__1},['actor'],True,False,,
Maggie Wu,1983-10-08,1983-01-01T00:00:00+02:00,{Actor|Model (profession)|Maggie_Wu__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Maggie_Wu__1},['actor'],True,False,,
Maite Perroni,1983-03-09,1983-01-01T00:00:00+02:00,{Actor|Writer|Singer-songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Writer|http://dbpedia.org/resource/Singer-songwriter},"['actor', 'sing', 'songwriter']",True,False,,
Malika Haqq,1983-03-10,1983-01-01T00:00:00+02:00,{Actor|Television presenter|Malika_Haqq__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Television_presenter|http://dbpedia.org/resource/Malika_Haqq__1},['actor'],True,False,,
