rdf-schema#label,birthDate,birthYear,Occupation_g,Actor,Politician,Athlete,Business_person,Cause_of_Death_cat,deathDate,occupation_label,occupation,title,deathCause_label,deathCause,salary
Bob Hunter (Los Angeles sportswriter),1913-03-19,1913-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1993-10-21,,,,,,
Bob King (American football coach),1913-06-03,1913-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1994-06-19,,,,,,
Bob Williams (Australian rules footballer),1913-04-14,1913-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Bob Wilson (American football),1913-08-16,1913-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1999-05-15,,,,,,
Brownie Wise,1913-05-25,1913-01-01T00:00:00+02:00,['business person'],False,False,False,True,Unknown,1992-09-24,{Businessperson|Brownie_Wise__1},{http://dbpedia.org/resource/Businessperson|http://dbpedia.org/resource/Brownie_Wise__1},,,,
Bruce Schultz (footballer),1913-03-13,1913-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1980-01-11,,,,,,
Walter Wilson (baseball),1913-11-24,1913-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1994-04-17,,,,,,
Jim Hayes (baseball),1913-02-11,1913-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1993-11-27,,,,,,
Jim Lind (politician),1913-03-08,1913-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,1980-04-22,,,,,,
Jim Reid (Australian footballer),1913-05-01,1913-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Jim Sheehan (baseball),1913-06-03,1913-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2003-12-02,,,,,,
Jimmy Allen (footballer born 1913),1913-08-18,1913-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1979-01-01T00:00:00+02:00,,,,,,
Jimmy Lawrence (American football),1913-03-15,1913-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1990-01-01,,,,,,
Jimmy Walker (basketball born 1913),1913-01-01T00:00:00+02:00,1913-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1943-12-22,,,,,,
Anastasio Ballestrero,1913-10-03,1913-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1998-06-21,,,,,,
Andrés Gómez (basketball),1913-11-30,1913-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Andy Barr (Irish politician),1913-09-23,1913-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,2003-03-30,,,,,,
Lee Rogers (baseball),1913-10-08,1913-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1995-11-23,,,,,,
Len Jones (footballer),1913-06-09,1913-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1998-01-01T00:00:00+02:00,,,,,,
Leo Connellan (politician),1913-06-28,1913-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,1998-04-09,,,,,,
Leo Riuttu,1913-06-05,1913-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1989-08-04,{Actor|Leo_Riuttu__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Leo_Riuttu__1},,,,
Leona Troxell,1913-04-22,1913-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,2003-07-26,{Arkansas|Government|Activism|Leona_Troxell__1|Leona_Troxell__2|Leona_Troxell__3},{http://dbpedia.org/resource/Arkansas|http://dbpedia.org/resource/Government|http://dbpedia.org/resource/Activism|http://dbpedia.org/resource/Leona_Troxell__1|http://dbpedia.org/resource/Leona_Troxell__2|http://dbpedia.org/resource/Leona_Troxell__3},,,,
Leonard Murray (railroad executive),1913-01-01T00:00:00+02:00,1913-01-01T00:00:00+02:00,['business person'],False,False,False,True,Unknown,2001-11-20,,,,,,
Les Norman (politician),1913-09-03,1913-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,1997-07-05,,,,,,
Lew Carpenter (baseball),1913-08-16,1913-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1979-04-25,,,,,,
Lex Goudsmit,1913-03-15,1913-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1999-12-10,{Actor|Lex_Goudsmit__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Lex_Goudsmit__1},,Circulatory system,http://dbpedia.org/resource/Circulatory_system,
Lise Delamare,1913-04-09,1913-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,2006-07-25,{Actor|Lise_Delamare__1|Lise_Delamare__2},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Lise_Delamare__1|http://dbpedia.org/resource/Lise_Delamare__2},,,,
Lou Jacobi,1913-12-28,1913-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,2009-10-23,{Actor|Lou_Jacobi__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Lou_Jacobi__1},,,,
Ferenc Szécsi,{1913-01-01T00:00:00+02:00|1913-07-11},1913-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,{1974-01-01T00:00:00+02:00|1974-03-01},{Actor|Ferenc_Sz%C3%A9csi__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ferenc_Sz%C3%A9csi__1},,,,
Francis de Wolff,1913-01-07,1913-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1984-04-18,{Actor|Francis_de_Wolff__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Francis_de_Wolff__1},,,,
Frank Anderson (footballer),1913-10-23,1913-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Frank Barrett (baseball),1913-07-01,1913-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1998-03-06,,,,,,
Frank Roberts (mayor),1913-01-01T00:00:00+02:00,1913-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,1992-01-01T00:00:00+02:00,,,,,,
Marvin Miller (actor),1913-07-18,1913-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1985-02-08,Marvin_Miller_(actor)__1,http://dbpedia.org/resource/Marvin_Miller_(actor)__1,,Myocardial infarction,http://dbpedia.org/resource/Myocardial_infarction,
Max Fiske (American football),1913-09-27,,['athlete'],False,False,True,False,Unknown,1973-03-15,,,,,,
Norman Cole (footballer),1913-11-07,1913-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1976-11-29,,,,,,
Hilda Gobbi,1913-06-06,1913-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1988-07-13,{Actor|Hilda_Gobbi__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Hilda_Gobbi__1},,,,
Hisaya Morishige,1913-05-04,1913-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,2009-11-10,{Lyricist|Actor|Announcer|Composer|Hisaya_Morishige__1},{http://dbpedia.org/resource/Lyricist|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Announcer|http://dbpedia.org/resource/Composer|http://dbpedia.org/resource/Hisaya_Morishige__1},,Death by natural causes,http://dbpedia.org/resource/Death_by_natural_causes,
Horace Brearley,1913-06-26,1913-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2007-08-14,,,,,,
Huang Hua (politician),1913-01-25,1913-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,2010-11-24,,,,,,
Hugh Burden,1913-04-03,1913-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1985-05-17,{Actor|Playwright|Hugh_Burden__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Playwright|http://dbpedia.org/resource/Hugh_Burden__1},,,,
Hugh Casey (baseball),1913-10-14,1913-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1951-07-03,,,,,,
Hugh Latimer (actor),1913-05-12,1913-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,2006-06-12,,,,,,
Hugh O'Donnell (footballer),1913-02-15,1913-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1965-05-09,,,,,,
Ian Gillespie (footballer),1913-05-06,1913-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1988-03-05,,,,,,
Ilma Grace Stone,1913-01-01T00:00:00+02:00,1913-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2001-01-01T00:00:00+02:00,,,,,,
Charles W. Jewett (Connecticut politician),1913-03-14,1913-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,2000-11-03,,,,,,
Cliff Morgan (footballer),1913-09-26,1913-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1975-07-31,,,,,,
Cliff Parker (footballer),1913-11-06,1913-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1983-01-01T00:00:00+02:00,,,,,,
Sam Francis (American football),1913-10-26,1913-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2002-04-23,,,,,,
Sam Gilbert (businessman),1913-01-01T00:00:00+02:00,1913-01-01T00:00:00+02:00,['business person'],False,False,False,True,Unknown,1987-11-23,,,,,,
Samuel Bellamy (footballer),1913-11-02,1913-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Satyanarayan Singh (U.P. politician),1913-01-01T00:00:00+02:00,1913-01-01T00:00:00+02:00,"['politician', 'sing']",False,True,False,False,Unknown,,Politician,http://dbpedia.org/resource/Politician,,,,
Seán Moore (Irish politician),1913-05-19,1913-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,1986-10-01,,,,,,
Abas Ermenji,1913-12-12,1913-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,2003-03-13,{Historian|Politician},{http://dbpedia.org/resource/Historian|http://dbpedia.org/resource/Politician},,,,
Ady Berber,1913-02-04,1913-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1966-01-03,{Actor|Ady_Berber__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ady_Berber__1},,,,
Carlos Borja (basketball),1913-05-23,1913-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1992-11-25,,,,,,
Charles Drain (politician),1913-01-24,1913-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,1991-01-27,,,,,,
Charles Maxwell,1913-12-28,1913-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1993-08-07,{Actor|Charles_Maxwell__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Charles_Maxwell__1},,,,
Charles Saxton (sportsman),1913-05-23,1913-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2001-07-04,,,,,,
Charles Spearman (American football),1913-01-14,1913-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2000-09-08,,,,,,
Wesley Addy,1913-08-04,1913-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1996-12-31,{Actor|Wesley_Addy__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Wesley_Addy__1},,,,
William Christie (Ulster politician),1913-01-14,1913-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,2008-08-10,,,,,,
William Duncan (footballer),1913-07-20,1913-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
William Lehman (Florida politician),1913-10-05,1913-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,2005-03-16,,,,,,
William Prince (actor),1913-01-26,1913-01-01T00:00:00+02:00,"['actor', 'prince']",True,False,False,False,Unknown,1996-10-08,{Actor|William_Prince_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/William_Prince_(actor)__1},,,,
William W. Knight (politician),1913-06-11,1913-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,,,,,,
William Wilson (Labour politician),1913-06-28,1913-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,2010-08-18,,,,,,
Cornelius Johnson (athlete),1913-08-28,1913-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1946-02-15,,,,,,
John Murphy (contractor),1913-01-01T00:00:00+02:00,1913-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,2009-01-01T00:00:00+02:00,,,,,,
John Oliver (footballer born 1915),1913-11-18,1913-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1991-02-10,,,,,,
John Pickard (American actor),1913-06-25,1913-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1993-08-04,{Actor|John_Pickard_(American_actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/John_Pickard_(American_actor)__1},,,,
John Price (Danish actor),1913-09-15,1913-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1996-12-10,{Actor|Film director|John_Price_(Danish_actor)__1|John_Price_(Danish_actor)__2},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/John_Price_(Danish_actor)__1|http://dbpedia.org/resource/John_Price_(Danish_actor)__2},,,,
John Saul (actor),1913-01-01T00:00:00+02:00,1913-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1979-01-01T00:00:00+02:00,,,,,,
John Sutcliffe (footballer),1913-06-26,1913-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
John Towers (footballer),1913-12-21,1913-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1979-01-01T00:00:00+02:00,,,,,,
Johnny Downs,1913-10-10,1913-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1994-06-06,{Actor|Johnny_Downs__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Johnny_Downs__1},,,,
Karl Erik Flens,1913-03-19,1913-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1975-10-17,{Actor|Karl_Erik_Flens__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Karl_Erik_Flens__1},,,,
Karl Miller (footballer),1913-10-02,1913-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1967-04-18,,,,,,
Karl Stegger,1913-01-11,1913-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1980-04-13,{Actor|Karl_Stegger__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Karl_Stegger__1},,,,
Kay Linaker,1913-07-13,1913-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,2008-04-18,{Actor|Screenwriter|Kay_Linaker__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Kay_Linaker__1},,,,
Keith Fraser (footballer),1913-04-17,1913-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Ken Carpenter (athlete),1913-04-19,1913-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1984-03-15,,,,,,
Kevin Dwyer (politician),1913-07-19,1913-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,1982-08-22,,,,,,
Ivan Pereverzev,1914-09-03,1914-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1978-04-23,{Actor|Ivan_Pereverzev__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ivan_Pereverzev__1},,,,
Jørgen Beck,1914-12-13,1914-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1991-10-05,{Actor|J%C3%B8rgen_Beck__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/J%C3%B8rgen_Beck__1},,,,
Jack Billingham (footballer),1914-12-03,1914-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1981-10-07,,,,,,
Jack Davis (actor),1914-04-05,1914-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1992-11-03,,,,,,
Jack Fitzgerald (politician),1914-01-01T00:00:00+02:00,1914-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,1994-10-07,,,,,,
Jack Little (politician),1914-10-13,1914-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,1988-11-25,,,,,,
Jack Taylor (footballer),1914-02-15,1914-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1978-02-22,,,,,,
Jack Wilson Lydman,1914-01-01T00:00:00+02:00,1914-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,2005-01-01T00:00:00+02:00,{United States Foreign Service|Actor},{http://dbpedia.org/resource/United_States_Foreign_Service|http://dbpedia.org/resource/Actor},,,,
Jackie Brown (footballer),1914-11-08,1914-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1990-01-01T00:00:00+02:00,,,,,,
Jackie Gibson (athlete),1914-03-31,1914-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1944-01-15,,,,,,
Jacques Castelot,1914-07-11,1914-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1989-08-25,{Actor|Jacques_Castelot__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jacques_Castelot__1},,,,
Jacques Dufilho,1914-02-19,1914-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,2005-08-28,{Actor|Jacques_Dufilho__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jacques_Dufilho__1},,,,
Erik Eriksson (footballer),1914-01-01T00:00:00+02:00,1914-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Ernie Barber (American football),1914-04-18,1914-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1989-06-05,,,,,,
Ernie Collett (footballer),1914-11-17,1914-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1980-01-01T00:00:00+02:00,,,,,,
Thein Pe Myint,1914-07-10,1914-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,1978-01-15,{Journalist|Politician|Writer|Publishing},{http://dbpedia.org/resource/Journalist|http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Writer|http://dbpedia.org/resource/Publishing},,,,
Thomas Watson Jr.,1914-01-14,1914-01-01T00:00:00+02:00,['business person'],False,False,False,True,Unknown,1993-12-31,Business,http://dbpedia.org/resource/Business,,,,
Tom Bush (footballer),1914-02-22,1914-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1969-01-01T00:00:00+02:00,,,,,,
Tom Dooley (footballer),1914-12-15,1914-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1975-01-01T00:00:00+02:00,,,,,,
Tom McBride (baseball),1914-11-02,1914-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2001-12-26,,,,,,
Tom Payne (director),1914-10-04,1914-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1996-09-15,{Actor|Film director|Screenwriter|Tom_Payne_(director)__1|Tom_Payne_(director)__2|Tom_Payne_(director)__3},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Tom_Payne_(director)__1|http://dbpedia.org/resource/Tom_Payne_(director)__2|http://dbpedia.org/resource/Tom_Payne_(director)__3},,,,
Lynn Myers (baseball),1914-02-23,1914-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2000-01-19,,,,,,
Lynne Carol,1914-06-29,1914-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1990-06-30,{Actor|Lynne_Carol__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Lynne_Carol__1},,,,
Mack Robinson (athlete),1914-07-18,1914-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2000-03-12,,,,,,
Madman Muntz,1914-01-03,1914-01-01T00:00:00+02:00,['business person'],False,False,False,True,Unknown,1987-06-21,{Electrical engineering|Businessperson|Entrepreneurship|Madman_Muntz__1|Madman_Muntz__2|Madman_Muntz__3|Madman_Muntz__4},{http://dbpedia.org/resource/Electrical_engineering|http://dbpedia.org/resource/Businessperson|http://dbpedia.org/resource/Entrepreneurship|http://dbpedia.org/resource/Madman_Muntz__1|http://dbpedia.org/resource/Madman_Muntz__2|http://dbpedia.org/resource/Madman_Muntz__3|http://dbpedia.org/resource/Madman_Muntz__4},,,,
Malcolm Wilson (governor),1914-02-26,1914-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,2000-03-13,,,,,,
Gordon Clark (footballer),1914-06-15,1914-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1997-10-18,,,,,,
Gordon Thomas (politician),1914-12-04,1914-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,1997-10-15,,,,,,
Gordon Watson (footballer born 1914),1914-03-01,,['athlete'],False,False,True,False,Unknown,2001-04-29,,,,,,
Gordon Wood (American football coach),1914-05-25,1914-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2003-12-17,,,,,,
Grace Bates,1914-08-13,1914-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1996-11-19,,,,,,
Gunnar Bigum,1914-09-13,1914-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1983-03-30,{Actor|Gunnar_Bigum__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Gunnar_Bigum__1},,,,
Wilson Jones (footballer),1914-04-29,1914-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1986-01-09,,,,,,
Fred G. Barrett,{1914-01-01T00:00:00+02:00|1914-10-02},1914-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,{1984-01-01T00:00:00+02:00|1984-07-03},{Mayor|Fred_G._Barrett__1},{http://dbpedia.org/resource/Mayor|http://dbpedia.org/resource/Fred_G._Barrett__1},,,,
