rdf-schema#label,birthDate,birthYear,deathDate,occupation_label,occupation,Occupation_g,Actor,Politician,title
Anthony Dexter,1913-01-19,1913-01-01T00:00:00+02:00,2001-03-27,{Actor|Anthony_Dexter__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Anthony_Dexter__1},['actor'],True,False,
Antoinette Cellier,1913-06-23,1913-01-01T00:00:00+02:00,1981-01-18,{Actor|Antoinette_Cellier__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Antoinette_Cellier__1},['actor'],True,False,
Omer Vanaudenhove,1913-12-03,1913-01-01T00:00:00+02:00,1994-11-26,{Politician|Omer_Vanaudenhove__1},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Omer_Vanaudenhove__1},['politician'],False,True,
Alberto Talegalli,1913-10-02,1913-01-01T00:00:00+02:00,1961-07-17,{Actor|Alberto_Talegalli__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Alberto_Talegalli__1},['actor'],True,False,
Aleksander Bardini,1913-11-17,1913-01-01T00:00:00+02:00,1995-07-30,{Actor|Aleksander_Bardini__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Aleksander_Bardini__1},['actor'],True,False,
Richard Fraser (actor),1913-03-15,1913-01-01T00:00:00+02:00,1972-01-01T00:00:00+02:00,{Actor|Richard_Fraser_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Richard_Fraser_(actor)__1},['actor'],True,False,
Richard Simmons (actor),1913-08-19,1913-01-01T00:00:00+02:00,2003-01-11,Richard_Simmons_(actor)__1,http://dbpedia.org/resource/Richard_Simmons_(actor)__1,['actor'],True,False,
Richard Smart (actor),1913-05-21,1913-01-01T00:00:00+02:00,1992-07-04,Richard_Smart_(actor)__1,http://dbpedia.org/resource/Richard_Smart_(actor)__1,['actor'],True,False,
Robert Christie (actor),1913-09-20,1913-01-01T00:00:00+02:00,1996-05-22,Robert_Christie_(actor)__1,http://dbpedia.org/resource/Robert_Christie_(actor)__1,['actor'],True,False,
Robert Lowery (actor),1913-10-17,1913-01-01T00:00:00+02:00,1971-12-26,{Actor|Robert_Lowery_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Robert_Lowery_(actor)__1},['actor'],True,False,
Robert Strauss (actor),1913-11-08,1913-01-01T00:00:00+02:00,1975-02-20,{Actor|Robert_Strauss_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Robert_Strauss_(actor)__1},['actor'],True,False,
Eve Lister,1913-12-12,1913-01-01T00:00:00+02:00,1997-01-31,{Actor|Eve_Lister__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Eve_Lister__1},['actor'],True,False,
Gig Young,1913-11-04,1913-01-01T00:00:00+02:00,1978-10-19,{Actor|Gig_Young__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Gig_Young__1},['actor'],True,False,
Myrtle Devenish,1913-01-01T00:00:00+02:00,1913-01-01T00:00:00+02:00,2007-01-21,{Actor|Myrtle_Devenish__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Myrtle_Devenish__1},['actor'],True,False,
Bob Bailey (actor),1913-06-13,1913-01-01T00:00:00+02:00,1983-08-13,{Film|Radio|Bob_Bailey_(actor)__1},{http://dbpedia.org/resource/Film|http://dbpedia.org/resource/Radio|http://dbpedia.org/resource/Bob_Bailey_(actor)__1},['actor'],True,False,
Leo Riuttu,1913-06-05,1913-01-01T00:00:00+02:00,1989-08-04,{Actor|Leo_Riuttu__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Leo_Riuttu__1},['actor'],True,False,
Lex Goudsmit,1913-03-15,1913-01-01T00:00:00+02:00,1999-12-10,{Actor|Lex_Goudsmit__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Lex_Goudsmit__1},['actor'],True,False,
Lise Delamare,1913-04-09,1913-01-01T00:00:00+02:00,2006-07-25,{Actor|Lise_Delamare__1|Lise_Delamare__2},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Lise_Delamare__1|http://dbpedia.org/resource/Lise_Delamare__2},['actor'],True,False,
Lou Jacobi,1913-12-28,1913-01-01T00:00:00+02:00,2009-10-23,{Actor|Lou_Jacobi__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Lou_Jacobi__1},['actor'],True,False,
Ferenc Szécsi,{1913-01-01T00:00:00+02:00|1913-07-11},1913-01-01T00:00:00+02:00,{1974-01-01T00:00:00+02:00|1974-03-01},{Actor|Ferenc_Sz%C3%A9csi__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ferenc_Sz%C3%A9csi__1},['actor'],True,False,
Francis de Wolff,1913-01-07,1913-01-01T00:00:00+02:00,1984-04-18,{Actor|Francis_de_Wolff__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Francis_de_Wolff__1},['actor'],True,False,
Marvin Miller (actor),1913-07-18,1913-01-01T00:00:00+02:00,1985-02-08,Marvin_Miller_(actor)__1,http://dbpedia.org/resource/Marvin_Miller_(actor)__1,['actor'],True,False,
Max Lacroix,{1913-01-01T00:00:00+02:00|1913-02-09},1913-01-01T00:00:00+02:00,{2009-01-01T00:00:00+02:00|2009-01-06},{Actuary|Max_Lacroix__1},{http://dbpedia.org/resource/Actuary|http://dbpedia.org/resource/Max_Lacroix__1},['president'],False,True,President of the Groupe Consultatif Actuariel Europeen
Hilda Gobbi,1913-06-06,1913-01-01T00:00:00+02:00,1988-07-13,{Actor|Hilda_Gobbi__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Hilda_Gobbi__1},['actor'],True,False,
Hisaya Morishige,1913-05-04,1913-01-01T00:00:00+02:00,2009-11-10,{Lyricist|Actor|Announcer|Composer|Hisaya_Morishige__1},{http://dbpedia.org/resource/Lyricist|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Announcer|http://dbpedia.org/resource/Composer|http://dbpedia.org/resource/Hisaya_Morishige__1},['actor'],True,False,
Hugh Burden,1913-04-03,1913-01-01T00:00:00+02:00,1985-05-17,{Actor|Playwright|Hugh_Burden__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Playwright|http://dbpedia.org/resource/Hugh_Burden__1},['actor'],True,False,
Satyanarayan Singh (U.P. politician),1913-01-01T00:00:00+02:00,1913-01-01T00:00:00+02:00,,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,
Abas Ermenji,1913-12-12,1913-01-01T00:00:00+02:00,2003-03-13,{Historian|Politician},{http://dbpedia.org/resource/Historian|http://dbpedia.org/resource/Politician},['politician'],False,True,
Ady Berber,1913-02-04,1913-01-01T00:00:00+02:00,1966-01-03,{Actor|Ady_Berber__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ady_Berber__1},['actor'],True,False,
Charles Maxwell,1913-12-28,1913-01-01T00:00:00+02:00,1993-08-07,{Actor|Charles_Maxwell__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Charles_Maxwell__1},['actor'],True,False,
Wesley Addy,1913-08-04,1913-01-01T00:00:00+02:00,1996-12-31,{Actor|Wesley_Addy__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Wesley_Addy__1},['actor'],True,False,
William Prince (actor),1913-01-26,1913-01-01T00:00:00+02:00,1996-10-08,{Actor|William_Prince_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/William_Prince_(actor)__1},"['actor', 'prince']",True,False,
John Pickard (American actor),1913-06-25,1913-01-01T00:00:00+02:00,1993-08-04,{Actor|John_Pickard_(American_actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/John_Pickard_(American_actor)__1},['actor'],True,False,
John Price (Danish actor),1913-09-15,1913-01-01T00:00:00+02:00,1996-12-10,{Actor|Film director|John_Price_(Danish_actor)__1|John_Price_(Danish_actor)__2},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/John_Price_(Danish_actor)__1|http://dbpedia.org/resource/John_Price_(Danish_actor)__2},['actor'],True,False,
Johnny Downs,1913-10-10,1913-01-01T00:00:00+02:00,1994-06-06,{Actor|Johnny_Downs__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Johnny_Downs__1},['actor'],True,False,
Karl Erik Flens,1913-03-19,1913-01-01T00:00:00+02:00,1975-10-17,{Actor|Karl_Erik_Flens__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Karl_Erik_Flens__1},['actor'],True,False,
Karl Stegger,1913-01-11,1913-01-01T00:00:00+02:00,1980-04-13,{Actor|Karl_Stegger__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Karl_Stegger__1},['actor'],True,False,
Kay Linaker,1913-07-13,1913-01-01T00:00:00+02:00,2008-04-18,{Actor|Screenwriter|Kay_Linaker__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Kay_Linaker__1},['actor'],True,False,
Ivan Pereverzev,1914-09-03,1914-01-01T00:00:00+02:00,1978-04-23,{Actor|Ivan_Pereverzev__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ivan_Pereverzev__1},['actor'],True,False,
Jørgen Beck,1914-12-13,1914-01-01T00:00:00+02:00,1991-10-05,{Actor|J%C3%B8rgen_Beck__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/J%C3%B8rgen_Beck__1},['actor'],True,False,
Jack Wilson Lydman,1914-01-01T00:00:00+02:00,1914-01-01T00:00:00+02:00,2005-01-01T00:00:00+02:00,{United States Foreign Service|Actor},{http://dbpedia.org/resource/United_States_Foreign_Service|http://dbpedia.org/resource/Actor},['actor'],True,False,
Jacques Castelot,1914-07-11,1914-01-01T00:00:00+02:00,1989-08-25,{Actor|Jacques_Castelot__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jacques_Castelot__1},['actor'],True,False,
Jacques Dufilho,1914-02-19,1914-01-01T00:00:00+02:00,2005-08-28,{Actor|Jacques_Dufilho__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jacques_Dufilho__1},['actor'],True,False,
Thein Pe Myint,1914-07-10,1914-01-01T00:00:00+02:00,1978-01-15,{Journalist|Politician|Writer|Publishing},{http://dbpedia.org/resource/Journalist|http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Writer|http://dbpedia.org/resource/Publishing},['politician'],False,True,
Tom Payne (director),1914-10-04,1914-01-01T00:00:00+02:00,1996-09-15,{Actor|Film director|Screenwriter|Tom_Payne_(director)__1|Tom_Payne_(director)__2|Tom_Payne_(director)__3},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Tom_Payne_(director)__1|http://dbpedia.org/resource/Tom_Payne_(director)__2|http://dbpedia.org/resource/Tom_Payne_(director)__3},['actor'],True,False,
Lynne Carol,1914-06-29,1914-01-01T00:00:00+02:00,1990-06-30,{Actor|Lynne_Carol__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Lynne_Carol__1},['actor'],True,False,
Gunnar Bigum,1914-09-13,1914-01-01T00:00:00+02:00,1983-03-30,{Actor|Gunnar_Bigum__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Gunnar_Bigum__1},['actor'],True,False,
Peggy Thorpe-Bates,{1914-08-11|--08-11},1914-01-01T00:00:00+02:00,1989-12-26,{Actor|Peggy_Thorpe-Bates__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Peggy_Thorpe-Bates__1},['actor'],True,False,
Deryck Guyler,1914-04-29,1914-01-01T00:00:00+02:00,1999-10-07,{Actor|Deryck_Guyler__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Deryck_Guyler__1},['actor'],True,False,
Desmond Llewelyn,1914-09-12,1914-01-01T00:00:00+02:00,1999-12-19,{Actor|Desmond_Llewelyn__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Desmond_Llewelyn__1},['actor'],True,False,
Dhumal (actor),1914-03-29,1914-01-01T00:00:00+02:00,1987-02-13,Dhumal_(actor)__1,http://dbpedia.org/resource/Dhumal_(actor)__1,['actor'],True,False,
Don Haggerty,1914-07-03,1914-01-01T00:00:00+02:00,1988-08-19,{Actor|Don_Haggerty__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Don_Haggerty__1},['actor'],True,False,
Dorothy Hyson,1914-12-24,1914-01-01T00:00:00+02:00,1996-05-23,{Actor|Dorothy_Hyson__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Dorothy_Hyson__1},['actor'],True,False,
Rose Hill (actress),1914-06-05,1914-01-01T00:00:00+02:00,2003-12-22,{Actor|Singing|Rose_Hill_(actress)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Rose_Hill_(actress)__1},"['actor', 'sing']",True,False,
Roy R. Theriot,1914-06-26,1914-01-01T00:00:00+02:00,1973-04-19,{Lawyer|Politician},{http://dbpedia.org/resource/Lawyer|http://dbpedia.org/resource/Politician},['politician'],False,True,
S. K. Wankhede,1914-09-24,1914-01-01T00:00:00+02:00,1988-01-30,S._K._Wankhede__1,http://dbpedia.org/resource/S._K._Wankhede__1,['president'],False,True,President of BCCI
Michel Nastorg,{1914-01-01T00:00:00+02:00|1914-10-02},1914-01-01T00:00:00+02:00,{1984-01-01T00:00:00+02:00|1984-06-09},{Actor|Michel_Nastorg__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Michel_Nastorg__1},['actor'],True,False,
Sejr Volmer-Sørensen,1914-02-07,1914-01-01T00:00:00+02:00,1982-05-11,{Lyricist|Television director|Actor|Presenter},{http://dbpedia.org/resource/Lyricist|http://dbpedia.org/resource/Television_director|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Presenter},['actor'],True,False,
Silvio Bagolini,1914-08-04,1914-01-01T00:00:00+02:00,1976-01-01T00:00:00+02:00,{Actor|Silvio_Bagolini__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Silvio_Bagolini__1},['actor'],True,False,
Hansi Knoteck,1914-03-02,1914-01-01T00:00:00+02:00,,{Actor|Hansi_Knoteck__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Hansi_Knoteck__1},['actor'],True,False,
Hector Ross,1914-02-11,1914-01-01T00:00:00+02:00,1980-11-26,{Actor|Hector_Ross__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Hector_Ross__1},['actor'],True,False,
Hedy Lamarr,1914-11-09,1914-01-01T00:00:00+02:00,2000-01-19,{Actor|Invention|Hedy_Lamarr__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Invention|http://dbpedia.org/resource/Hedy_Lamarr__1},['actor'],True,False,
Heidi Kabel,1914-08-27,1914-01-01T00:00:00+02:00,2010-06-15,{Actor|Musician|Heidi_Kabel__1|Heidi_Kabel__2},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Heidi_Kabel__1|http://dbpedia.org/resource/Heidi_Kabel__2},"['actor', 'musician']",True,False,
Larry Adler,1914-02-10,1914-01-01T00:00:00+02:00,{2001-08-06|2001-08-07},{Actor|Musician|Composer|Larry_Adler__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Composer|http://dbpedia.org/resource/Larry_Adler__1},"['actor', 'musician']",True,False,
Larry Parks,1914-12-13,1914-01-01T00:00:00+02:00,1975-04-13,{Actor|Larry_Parks__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Larry_Parks__1},['actor'],True,False,
Lee Dixon (actor),1914-01-22,1914-01-01T00:00:00+02:00,1953-01-08,Lee_Dixon_(actor)__1,http://dbpedia.org/resource/Lee_Dixon_(actor)__1,['actor'],True,False,
Dudley Manlove,1914-06-11,1914-01-01T00:00:00+02:00,1996-04-17,{Actor|Announcer|Dudley_Manlove__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Announcer|http://dbpedia.org/resource/Dudley_Manlove__1},['actor'],True,False,
Edward Sinclair,1914-02-03,1914-01-01T00:00:00+02:00,{1977-08-27|1977-08-29},{Actor|Edward_Sinclair__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Edward_Sinclair__1},['actor'],True,False,
John Hubbard (actor),1914-04-14,1914-01-01T00:00:00+02:00,1988-11-06,John_Hubbard_(actor)__1,http://dbpedia.org/resource/John_Hubbard_(actor)__1,['actor'],True,False,
John Ireland (actor),1914-01-30,1914-01-01T00:00:00+02:00,1992-03-21,{Actor|John_Ireland_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/John_Ireland_(actor)__1},['actor'],True,False,
Josh White,1914-02-11,1914-01-01T00:00:00+02:00,1969-09-05,{Actor|Singing|Songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Songwriter},"['actor', 'sing', 'songwriter']",True,False,
Ave Ninchi,{1914-01-01T00:00:00+02:00|1915-12-14},{1914-01-01T00:00:00+02:00|1915-01-01T00:00:00+02:00},1997-11-10,{Actor|Ave_Ninchi__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ave_Ninchi__1},['actor'],True,False,
B. Reeves Eason Jr.,1914-11-19,1914-01-01T00:00:00+02:00,1921-10-25,{Actor|B._Reeves_Eason_Jr.__1},"{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/B._Reeves_Eason,_Jr.__1}",['actor'],True,False,
Anil Biswas (composer),1914-07-07,1914-01-01T00:00:00+02:00,2003-05-31,{Actor|Composer|Playback singer|Anil_Biswas_(composer)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Composer|http://dbpedia.org/resource/Playback_singer|http://dbpedia.org/resource/Anil_Biswas_(composer)__1},"['actor', 'sing']",True,False,
Anna Konstam,1914-02-22,1914-01-01T00:00:00+02:00,1982-01-01T00:00:00+02:00,{Actor|Anna_Konstam__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Anna_Konstam__1},['actor'],True,False,
Archie Campbell,1914-11-07,1914-01-01T00:00:00+02:00,1987-08-29,{Actor|Musician|Comedian},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Comedian},"['actor', 'musician']",True,False,
Arthur Kennedy (actor),1914-02-17,1914-01-01T00:00:00+02:00,1990-01-05,{Actor|Arthur_Kennedy_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Arthur_Kennedy_(actor)__1},['actor'],True,False,
Parley Baer,1914-08-05,1914-01-01T00:00:00+02:00,2002-11-22,{Actor|Parley_Baer__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Parley_Baer__1},['actor'],True,False,
Ray Walston,1914-11-02,1914-01-01T00:00:00+02:00,2001-01-01,{Actor|Ray_Walston__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ray_Walston__1},['actor'],True,False,
Reinhard Kolldehoff,1914-04-29,1914-01-01T00:00:00+02:00,1995-11-18,{Actor|Reinhard_Kolldehoff__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Reinhard_Kolldehoff__1},['actor'],True,False,
Polly Rowles,1914-01-10,1914-01-01T00:00:00+02:00,2001-10-07,{Actor|Polly_Rowles__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Polly_Rowles__1},['actor'],True,False,
Alekos Livaditis,1914-01-01T00:00:00+02:00,1914-01-01T00:00:00+02:00,1980-03-23,{Actor|Alekos_Livaditis__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Alekos_Livaditis__1},['actor'],True,False,
Robert Alda,1914-02-26,1914-01-01T00:00:00+02:00,1986-05-03,{Actor|Robert_Alda__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Robert_Alda__1},['actor'],True,False,
Robert Ayres (actor),1914-12-11,1914-01-01T00:00:00+02:00,1968-11-05,{Actor|Robert_Ayres_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Robert_Ayres_(actor)__1},['actor'],True,False,
Robert Bend,1914-04-14,1914-01-01T00:00:00+02:00,1999-09-24,{Politician|Robert_Bend__1},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Robert_Bend__1},['politician'],False,True,
Robert Darène,1914-01-10,1914-01-01T00:00:00+02:00,,{Actor|Film director|Screenwriter|Robert_Dar%C3%A8ne__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Robert_Dar%C3%A8ne__1},['actor'],True,False,
Ewan Roberts,1914-04-29,1914-01-01T00:00:00+02:00,1983-01-10,{Actor|Ewan_Roberts__1|Ewan_Roberts__2},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ewan_Roberts__1|http://dbpedia.org/resource/Ewan_Roberts__2},['actor'],True,False,
David Bacon (actor),1914-03-24,1914-01-01T00:00:00+02:00,1943-09-13,{Actor|David_Bacon_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/David_Bacon_(actor)__1},['actor'],True,False,
David Bruce (actor),1914-01-06,1914-01-01T00:00:00+02:00,1976-05-03,{Actor|David_Bruce_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/David_Bruce_(actor)__1},['actor'],True,False,
George Dunn (actor),1914-11-23,1914-01-01T00:00:00+02:00,1982-04-27,{List of humorists|Actor|George_Dunn_(actor)__1},{http://dbpedia.org/resource/List_of_humorists|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/George_Dunn_(actor)__1},['actor'],True,False,
Bernard Youens,1914-12-28,1914-01-01T00:00:00+02:00,1984-08-27,{Actor|Bernard_Youens__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Bernard_Youens__1},['actor'],True,False,
Bertil Boo,1914-01-16,,1996-07-20,{Actor|Farmer|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Farmer|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,
Betty Lou Gerson,1914-04-20,1914-01-01T00:00:00+02:00,1999-01-12,{Actor|Voice acting|Betty_Lou_Gerson__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Voice_acting|http://dbpedia.org/resource/Betty_Lou_Gerson__1},['actor'],True,False,
