rdf-schema#label,birthDate,birthYear,occupation_label,occupation,Occupation_g,Actor,Politician,Athlete,deathDate,deathCause_label,deathCause,Cause_of_Death_cat,title
Veikko Aaltonen,1955-12-01,1955-01-01T00:00:00+02:00,{Sound editor (filmmaking)|Actor|Film|Film director|Editing|Veikko_Aaltonen__1},{http://dbpedia.org/resource/Sound_editor_(filmmaking)|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Editing|http://dbpedia.org/resource/Veikko_Aaltonen__1},['actor'],True,False,False,,,,,
Veronica Porsche Ali,1955-12-16,1955-01-01T00:00:00+02:00,{Actor|Psychologist|Veronica_Porsche_Ali__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Psychologist|http://dbpedia.org/resource/Veronica_Porsche_Ali__1},['actor'],True,False,False,,,,,
Vince Martin (actor),1955-01-01T00:00:00+02:00,1955-01-01T00:00:00+02:00,Vince_Martin_(actor)__1,http://dbpedia.org/resource/Vince_Martin_(actor)__1,['actor'],True,False,False,,,,,
Vladimir Ivanov (athlete),1955-04-23,1955-01-01T00:00:00+02:00,,,['athlete'],False,False,True,,,,,
Wang Shu-hui,1955-12-02,1955-01-01T00:00:00+02:00,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,False,,,,,
Wang Yang (politician),1955-03-12,1955-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Wang Yong (politician),1955-01-01T00:00:00+02:00,1955-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Jef Tavernier,1955-11-01,1955-01-01T00:00:00+02:00,{Politician|Teacher},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Teacher},['politician'],False,True,False,,,,,
Jeff Perry (American actor),1955-08-16,1955-01-01T00:00:00+02:00,Jeff_Perry_(American_actor)__1,http://dbpedia.org/resource/Jeff_Perry_(American_actor)__1,['actor'],True,False,False,,,,,
Jeff Smith (Wisconsin politician),1955-03-15,1955-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Jeff Stewart (actor),1955-10-28,1955-01-01T00:00:00+02:00,{Actor|Jeff_Stewart_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jeff_Stewart_(actor)__1},['actor'],True,False,False,,,,,
Jim Barnett (politician),1955-01-01T00:00:00+02:00,1955-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Jim Guthrie (politician),1955-07-13,1955-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Jim Hart (politician),1955-10-30,1955-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Jim J. Bullock,1955-02-09,1955-01-01T00:00:00+02:00,{Actor|Jim_J._Bullock__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jim_J._Bullock__1},['actor'],True,False,False,,,,,
Jim Rogers (politician),1955-09-10,1955-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Jim Sweeney (comedian),1955-02-07,1955-01-01T00:00:00+02:00,{Actor|Comedian|Jim_Sweeney_(comedian)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Comedian|http://dbpedia.org/resource/Jim_Sweeney_(comedian)__1},['actor'],True,False,False,,,,,
Jim Walton (actor),1955-07-31,1955-01-01T00:00:00+02:00,,,['actor'],True,False,False,,,,,
Jimmy Diggs,1955-09-02,1955-01-01T00:00:00+02:00,{Actor|Screenwriter|Jimmy_Diggs__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Jimmy_Diggs__1},['actor'],True,False,False,,,,,
Allen Fletcher (Texas politician),1955-04-09,1955-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Ana Obregón,1955-03-18,1955-01-01T00:00:00+02:00,{Celebrity|Socialite|Actor|Television program|Ana_Obreg%C3%B3n__1},{http://dbpedia.org/resource/Celebrity|http://dbpedia.org/resource/Socialite|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Television_program|http://dbpedia.org/resource/Ana_Obreg%C3%B3n__1},['actor'],True,False,False,,,,,
Andrew Divoff,1955-07-02,1955-01-01T00:00:00+02:00,{Actor|Andrew_Divoff__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Andrew_Divoff__1},['actor'],True,False,False,,,,,
Andrew Johnson (actor),1955-01-01T00:00:00+02:00,1955-01-01T00:00:00+02:00,,,['actor'],True,False,False,,,,,
Andrew McDonald (Australian politician),1955-03-01,1955-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Andrew McIntosh (Australian politician),1955-04-05,1955-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Andrew Tighe,1955-11-23,1955-01-01T00:00:00+02:00,{Actor|Andrew_Tighe__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Andrew_Tighe__1},['actor'],True,False,False,,,,,
Andrzej Szczytko,1955-10-09,1955-01-01T00:00:00+02:00,{Actor|Andrzej_Szczytko__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Andrzej_Szczytko__1},['actor'],True,False,False,,,,,
Andy Scott (politician),1955-03-16,1955-01-01T00:00:00+02:00,,,['politician'],False,True,False,{2013-06-24|2013-06-25},,,,
Leigh McCloskey,1955-06-21,1955-01-01T00:00:00+02:00,{Actor|Leigh_McCloskey__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Leigh_McCloskey__1},['actor'],True,False,False,,,,,
Leonardo Domenici,{1955-07-12|1955-07-17},1955-01-01T00:00:00+02:00,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,False,,,,,
Lisa Banes,1955-07-09,1955-01-01T00:00:00+02:00,{Actor|Lisa_Banes__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Lisa_Banes__1},['actor'],True,False,False,,,,,
Lito Lapid,1955-10-25,1955-01-01T00:00:00+02:00,{Actor|Politician},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Politician},"['actor', 'politician']",True,True,False,,,,,
Liu Jinguo,1955-01-01T00:00:00+02:00,1955-01-01T00:00:00+02:00,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,False,,,,,
Loanne Bishop,1955-11-10,1955-01-01T00:00:00+02:00,{Actor|Loanne_Bishop__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Loanne_Bishop__1},['actor'],True,False,False,,,,,
Ferenc Kiss (athlete),1955-02-10,1955-01-01T00:00:00+02:00,,,['athlete'],False,False,True,,,,,
Fernando Araújo Perdomo,1955-06-27,1955-01-01T00:00:00+02:00,{Politician|Professor},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Professor},['politician'],False,True,False,,,,,
Fiona Hall (politician),1955-07-15,1955-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Francis George (politician),1955-05-29,1955-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Frank Vandenbroucke (politician),1955-10-21,1955-01-01T00:00:00+02:00,Civil service,http://dbpedia.org/resource/Civil_service,['politician'],False,True,False,,,,,
Marty Pollio,1955-02-22,1955-01-01T00:00:00+02:00,{Actor|Marty_Pollio__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Marty_Pollio__1},['actor'],True,False,False,,,,,
Mary Hynes (politician),1955-06-17,1955-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Mary O'Connor (athlete),1955-06-19,1955-01-01T00:00:00+02:00,,,['athlete'],False,False,True,,,,,
Marzuki Alie,1955-11-06,1955-01-01T00:00:00+02:00,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,False,,,,,
Masato Hirano (voice actor),1955-11-16,1955-01-01T00:00:00+02:00,,,['actor'],True,False,False,,,,,
Masumi Miyazaki,{1955-01-01T00:00:00+02:00|1968-01-26},{1955-01-01T00:00:00+02:00|1968-01-01T00:00:00+02:00},{Actor|Model (profession)|Masumi_Miyazaki__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Masumi_Miyazaki__1},['actor'],True,False,False,,,,,
Matthew James (politician),1955-09-11,1955-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Maud Olofsson,1955-08-09,1955-01-01T00:00:00+02:00,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,False,,,,,
Maura Soden,1955-12-26,1955-01-01T00:00:00+02:00,{Actor|Maura_Soden__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Maura_Soden__1},['actor'],True,False,False,,,,,
Mayra Alejandra,1955-05-07,1955-01-01T00:00:00+02:00,{Actor|Mayra_Alejandra__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Mayra_Alejandra__1},['actor'],True,False,False,2014-04-17,,,,
Meir Cohen (politician),1955-11-15,1955-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Melody Anderson,1955-12-03,1955-01-01T00:00:00+02:00,{Public speaking|Actor|Social work|Melody_Anderson__1},{http://dbpedia.org/resource/Public_speaking|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Social_work|http://dbpedia.org/resource/Melody_Anderson__1},['actor'],True,False,False,,,,,
Mercedes Morán,1955-09-21,1955-01-01T00:00:00+02:00,{Actor|Mercedes_Mor%C3%A1n__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Mercedes_Mor%C3%A1n__1},['actor'],True,False,False,,,,,
Neil Roberts (politician),1955-01-03,1955-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Nichola McAuliffe,1955-01-01T00:00:00+02:00,1955-01-01T00:00:00+02:00,{Actor|Writer|Nichola_McAuliffe__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Writer|http://dbpedia.org/resource/Nichola_McAuliffe__1},['actor'],True,False,False,,,,,
Nicholas Farrell,1955-01-01T00:00:00+02:00,1955-01-01T00:00:00+02:00,{Actor|Nicholas_Farrell__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Nicholas_Farrell__1},['actor'],True,False,False,,,,,
Nina Blackwood,1955-09-12,1955-01-01T00:00:00+02:00,{Disc jockey|MTV|Music journalism|Actor|Model (profession)|Nina_Blackwood__1},{http://dbpedia.org/resource/Disc_jockey|http://dbpedia.org/resource/MTV|http://dbpedia.org/resource/Music_journalism|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Nina_Blackwood__1},['actor'],True,False,False,,,,,
Noda Hideki (playwright),1955-12-20,1955-01-01T00:00:00+02:00,{Actor|Playwright|Theatre director|Noda_Hideki_(playwright)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Playwright|http://dbpedia.org/resource/Theatre_director|http://dbpedia.org/resource/Noda_Hideki_(playwright)__1},['actor'],True,False,False,,,,,
Hiromi Go,1955-10-18,1955-01-01T00:00:00+02:00,{Actor|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,False,,,,,
Hiroshi Kajiyama (politician),1955-01-01T00:00:00+02:00,1955-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Hollis Resnik,1955-01-01T00:00:00+02:00,1955-01-01T00:00:00+02:00,{Actor|Singing|Hollis_Resnik__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Hollis_Resnik__1},"['actor', 'sing']",True,False,False,,,,,
Hugh Jones (athlete),1955-11-01,1955-01-01T00:00:00+02:00,,,['athlete'],False,False,True,,,,,
Hugh MacDonald (politician),1955-08-05,1955-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Ian Gilmour (actor),1955-01-01T00:00:00+02:00,1955-01-01T00:00:00+02:00,,,['actor'],True,False,False,,,,,
Ian Macfarlane (politician),1955-04-05,1955-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Imre Németh (politician),1955-04-14,1955-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Charlotte Alexandra,1955-01-01T00:00:00+02:00,1955-01-01T00:00:00+02:00,{Actor|Charlotte_Alexandra__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Charlotte_Alexandra__1},['actor'],True,False,False,,,,,
Chiranjeevi,1955-08-22,1955-01-01T00:00:00+02:00,{Actor|Politician},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Politician},"['actor', 'politician']",True,True,False,,,,,
Chris Hayes (politician),1955-07-17,1955-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Clare Higgins,1955-11-10,1955-01-01T00:00:00+02:00,{Actor|Clare_Higgins__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Clare_Higgins__1},['actor'],True,False,False,,,,,
Claude Williams (politician),1955-11-25,1955-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Claudio Bigagli,1955-12-08,1955-01-01T00:00:00+02:00,{Actor|Claudio_Bigagli__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Claudio_Bigagli__1},['actor'],True,False,False,,,,,
Samina Peerzada,1955-04-09,1955-01-01T00:00:00+02:00,{Television director|Actor|Samina_Peerzada__1},{http://dbpedia.org/resource/Television_director|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Samina_Peerzada__1},['actor'],True,False,False,,,,,
Samuel H. Smith (politician),1955-08-10,1955-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Sandra Torres (politician),1955-10-05,1955-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Sandy Allen,1955-06-18,1955-01-01T00:00:00+02:00,{Actor|Sandy_Allen__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Sandy_Allen__1},['actor'],True,False,False,2008-08-13,,,,
Adrienne King,{1955-07-21|1960-07-21},{1955-01-01T00:00:00+02:00|1960-01-01T00:00:00+02:00},{Dance|Actor|Painting|Adrienne_King__1},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Painting|http://dbpedia.org/resource/Adrienne_King__1},['actor'],True,False,False,,,,,
Ahmad Ismail (Malaysian politician),1955-01-01T00:00:00+02:00,1955-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Ajay Singh (politician),1955-09-23,1955-01-01T00:00:00+02:00,,,"['politician', 'sing']",False,True,False,,,,,
Carlo Leoni (politician),1955-03-13,1955-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Carlos Martínez (actor),1955-01-01T00:00:00+02:00,1955-01-01T00:00:00+02:00,,,['actor'],True,False,False,,,,,
Cathy Jones,1955-04-06,1955-01-01T00:00:00+02:00,{Actor|Comedian|Cathy_Jones__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Comedian|http://dbpedia.org/resource/Cathy_Jones__1},['actor'],True,False,False,,,,,
Charles Shaughnessy,1955-02-09,1955-01-01T00:00:00+02:00,{Actor|Charles_Shaughnessy__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Charles_Shaughnessy__1},['actor'],True,False,False,,,,,
Waseem Abbas,{1955-12-08|1960-09-09},{1955-01-01T00:00:00+02:00|1960-01-01T00:00:00+02:00},{Actor|Film director|Waseem_Abbas__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Waseem_Abbas__1},['actor'],True,False,False,,,,,
Werner Stocker (actor),1955-04-07,1955-01-01T00:00:00+02:00,,,['actor'],True,False,False,1993-05-27,,,,
William Forsythe (actor),1955-06-07,1955-01-01T00:00:00+02:00,{Actor|William_Forsythe_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/William_Forsythe_(actor)__1},['actor'],True,False,False,,,,,
William Hope (actor),1955-01-01T00:00:00+02:00,1955-01-01T00:00:00+02:00,William_Hope_(actor)__1,http://dbpedia.org/resource/William_Hope_(actor)__1,['actor'],True,False,False,,,,,
Conni Marie Brazelton,1955-06-28,1955-01-01T00:00:00+02:00,{Jewellery|Actor|Conni_Marie_Brazelton__1},{http://dbpedia.org/resource/Jewellery|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Conni_Marie_Brazelton__1},['actor'],True,False,False,,,,,
Daniel Hill (actor),1955-01-01T00:00:00+02:00,1955-01-01T00:00:00+02:00,Daniel_Hill_(actor)__1,http://dbpedia.org/resource/Daniel_Hill_(actor)__1,['actor'],True,False,False,,,,,
John Randall (British politician),1955-08-05,1955-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
John Shields (Texas politician),1955-01-01T00:00:00+02:00,1955-01-01T00:00:00+02:00,Attorneys in the United States,http://dbpedia.org/resource/Attorneys_in_the_United_States,['politician'],False,True,False,,,,,
John Simmons (actor),1955-11-23,1955-01-01T00:00:00+02:00,,,['actor'],True,False,False,,,,,
John Stevens (English politician),1955-05-23,1955-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
John Thwaites (Australian politician),1955-10-15,1955-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
John Watkins (Australian politician),1955-12-07,1955-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
John Williams (New South Wales federal politician),1955-01-16,1955-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Jonathan Barnett (politician),1955-01-01T00:00:00+02:00,1955-01-01T00:00:00+02:00,Business,http://dbpedia.org/resource/Business,['politician'],False,True,False,,,,,
Joseph Bruno (Maine politician),1955-11-26,1955-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Keiko Takahashi,1955-01-22,1955-01-01T00:00:00+02:00,{Actor|Keiko_Takahashi__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Keiko_Takahashi__1},['actor'],True,False,False,,,,,
Ken Richters,1955-07-22,1955-01-01T00:00:00+02:00,{Actor|Playwright|Voice acting|Ken_Richters__1|Ken_Richters__2|Ken_Richters__3},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Playwright|http://dbpedia.org/resource/Voice_acting|http://dbpedia.org/resource/Ken_Richters__1|http://dbpedia.org/resource/Ken_Richters__2|http://dbpedia.org/resource/Ken_Richters__3},['actor'],True,False,False,,,,,
Kevin Andrews (politician),1955-11-09,1955-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Kevin Conroy,1955-11-30,1955-01-01T00:00:00+02:00,{Actor|Kevin_Conroy__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Kevin_Conroy__1},['actor'],True,False,False,,,,,
Kevin McNulty (actor),1955-12-08,1955-01-01T00:00:00+02:00,,,['actor'],True,False,False,,,,,
Kim Carr,1955-07-02,1955-01-01T00:00:00+02:00,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,False,,,,,
Kim Hae-sook,1955-12-30,1955-01-01T00:00:00+02:00,{Actor|Kim_Hae-sook__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Kim_Hae-sook__1},['actor'],True,False,False,,,,,
Kim Johnston Ulrich,1955-03-24,1955-01-01T00:00:00+02:00,{Actor|Kim_Johnston_Ulrich__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Kim_Johnston_Ulrich__1},['actor'],True,False,False,,,,,
István Pásztor (politician),1956-08-20,1956-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
István Varga (politician),1956-06-23,1956-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Jack Biskop,1956-01-15,1956-01-01T00:00:00+02:00,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,False,,,,,
Jacques Breuer,1956-10-20,1956-01-01T00:00:00+02:00,{Actor|Film director|Jacques_Breuer__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Jacques_Breuer__1},['actor'],True,False,False,,,,,
Jacques Germeaux,1956-05-11,1956-01-01T00:00:00+02:00,{Politician|Jacques_Germeaux__1},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Jacques_Germeaux__1},['politician'],False,True,False,,,,,
Jaime Mañalich,1956-01-01T00:00:00+02:00,1956-01-01T00:00:00+02:00,{Physician|Politician},{http://dbpedia.org/resource/Physician|http://dbpedia.org/resource/Politician},['politician'],False,True,False,,,,,
Emily Kane (politician),1956-05-14,1956-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Enrique Piñeyro (actor),1956-01-01T00:00:00+02:00,1956-01-01T00:00:00+02:00,{Film director|Film producer|Enrique_Pi%C3%B1eyro_(actor)__1},{http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Film_producer|http://dbpedia.org/resource/Enrique_Pi%C3%B1eyro_(actor)__1},['actor'],True,False,False,,,,,
